claim_id,experiment_id,adapter_commit,config_hash,workload,variant,parameter_set,parameters_json,phase,input_scale,threads,invalid_proof_kind,supported,n,mean_latency_ms,stdev_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,median_cpu_time_ms,median_peak_rss_mb,median_page_faults,proof_bytes,native_relation_size,relation_unit,public_inputs,expected_outcomes,stdev_unavailable_reason,excluded_boundary_metrics,metric_unavailable_reason,speedup_vs_one_thread,speedup_ci_low,speedup_ci_high,parallel_efficiency,application_throughput_units_s,native_overhead_ratio,cpu_wall_ratio,ram_per_application_unit_mb,saturation_threads,scaling_coefficient_a,scaling_exponent_b,scaling_exponent_ci_low,scaling_exponent_ci_high,scaling_r_squared,evidence_class,result_scope,run_role,recorded
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,256,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,256,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,256,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,256,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,1024,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,1024,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,1024,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},invalid_reject,16,1,wrong_public_input,true,3,0.445012,0.068508,0.409793,0.512548,0.401277,0.523965,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},invalid_reject,16,4,wrong_public_input,true,3,0.422468,0.036358,0.412703,0.457710,0.391990,0.462711,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},invalid_reject,64,1,wrong_public_input,true,3,0.462986,0.038698,0.452131,0.500570,0.430874,0.505952,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},invalid_reject,64,4,wrong_public_input,true,3,0.454593,0.036984,0.451460,0.488885,0.419275,0.493043,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},invalid_reject,256,1,wrong_public_input,true,3,0.432531,0.035007,0.449436,0.455234,0.392280,0.455878,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},invalid_reject,256,4,wrong_public_input,true,3,0.461001,0.021767,0.471166,0.475360,0.436011,0.475826,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,16,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,16,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,16,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,16,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,16,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,64,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,64,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,64,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,64,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,64,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,256,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,256,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,256,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,256,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,256,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,1024,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,1024,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},key_load,1024,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,16,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,16,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,16,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,16,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,16,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,64,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,64,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,64,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,64,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,64,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,256,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,256,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,256,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,256,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,256,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,1024,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,1024,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},msm,1024,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,16,1,,true,3,0.194769,0.009349,0.190530,0.203991,0.188290,0.205487,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,16,1,wrong_public_input,true,3,0.190455,0.007789,0.186903,0.198138,0.185075,0.199386,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,16,2,,true,3,0.243801,0.050119,0.224808,0.293057,0.205954,0.300640,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,16,4,,true,3,0.186868,0.012848,0.181037,0.199542,0.177970,0.201598,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,16,4,wrong_public_input,true,3,0.207296,0.014161,0.199862,0.221250,0.198400,0.223626,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,64,1,,true,3,0.205924,0.006247,0.207972,0.210598,0.198911,0.210890,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,64,1,wrong_public_input,true,3,0.196297,0.022450,0.192854,0.217528,0.175767,0.220270,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,64,2,,true,3,0.240472,0.024979,0.245146,0.261020,0.213487,0.262784,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},native_execution,64,4,,true,3,0.207905,0.016390,0.215662,0.218645,0.189077,0.218977,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
